,Name,District,Price
3826,"The Hillgrove 3 Rooms 2 Living Rooms
Flat A Ebony II",Tuen Mun,"$11
M"
3827,"Hongway Garden 2 Rooms 1 Living Room
Flat 5 Lower Floor Block A",Sheung Wan / Central,"$7.2
M"
3828,"Riviera Mansion 2 Rooms
Flat E Middle Floor",Quarry Bay,"$6.6
M"
3829,"Ho Shun King Building
Flat 6 Higher Floor Block B",Yuen Long,"$4.5
M"
3830,"Belvedere Garden Phase III 4 Rooms
Flat G Higher Floor Block 5",Tsuen Wan,"$11
M"
3831,"Park Signature 2 Rooms 1 Living Room
Flat F Lower Floor Block 8",Yuen Long,"$7
M"
3832,"Manor Centre 2 Rooms
Flat H Higher Floor Block 2",Cheung Sha Wan / Sham Shui Po,"$4.8
M"
3833,"Sea Crest Villa Phase 1 3 Rooms 1 Living Room
Flat E Lower Floor Block 01",Sham Tseng / Tsing Lung Tau,"$6.18
M"
3834,"Noble Place 2 Rooms
Flat H Middle Floor Block 1",Tuen Mun,"$6
M"
3835,"Ocean Pride Phase 2 (Ocean Supreme) 4 Rooms 1 Living Room
Flat D Middle Floor Tower 2A",Tsuen Wan,"$17.5
M"
3836,"Tierra Verde Phase 2 3 Rooms 1 Living Room
Flat D Middle Floor Block 07",Tsing Yi,"$12.48
M"
3837,"Luk Yeung Sun Chuen 2 Rooms
Flat 3 Lower Floor Block Q",Tsuen Wan,"$6.9
M"
3838,"Saddle Ridge Garden
Flat E Lower Floor Block 01",Ma On Shan,"$5.8
M"
3839,"Victory Building 2 Rooms 1 Living Room
Flat H Higher Floor",Tuen Mun,"$4.38
M"
3840,"Hiap Teck Building 2 Rooms 2 Living Rooms
Flat 6 Middle Floor",Happy Valley / Mid-Levels East,"$7.67
M"
3841,"The Colonnades 2 Rooms 1 Living Room
Flat B Higher Floor",Ho Man Tin,"$10
M"
3842,"Parc Oasis 2 Rooms 2 Living Rooms
Flat C Higher Floor Block 15",Yau Yat Chuen / Shek Kip Mei,"$12.4
M"
3843,"Conduit 18 3 Rooms 1 Living Room
Flat B Middle Floor",Mid-Levels West,"$26.8
M"
3844,"Sunshine City Phase 4 2 Rooms
Flat 6 Higher Floor Block E",Ma On Shan,"$6.5
M"
3845,"The Masterpiece 3 Rooms 2 Living Rooms
Flat C Higher Floor",Tsim Sha Tsui,"$65.99
M"
3846,"Festival City Phase 3 3 Rooms 2 Living Rooms
Flat NA Lower Floor Block 5",Shatin,"$14.9
M"
3847,"Scenery Court 2 Rooms 2 Living Rooms
Flat B Middle Floor Block 1",Shatin,"$6.98
M"
3848,"Sunpeace Court 4 Rooms 2 Living Rooms
Flat D Higher Floor",Ho Man Tin,"$28
M"
3849,"Mei Foo Sun Chuen Phase VIII 3 Rooms
Flat A Lower Floor Broadway 102",Mei Foo,"$13.8
M"
3850,"Mantin Heights 2 Rooms
Flat C Higher Floor Block 8",Ho Man Tin,"$14
M"
3851,"Victoria Skye 2 Rooms 1 Living Room
Flat E Lower Floor Ocean Waves Tower 2",Kai Tak,"$11
M"
3852,"Parkside Villa 4 Rooms 2 Living Rooms
Flat B Lower Floor Block 3",Yuen Long,"$8.89
M"
3853,"Lohas Park Le Prestige 3 Rooms 2 Living Rooms
Flat B Higher Floor Tower 2 R",Lohas Park,"$12.3
M"
3854,"Park Royale 3 Rooms 1 Living Room
Flat A Middle Floor Block 02",Yuen Long,"$8
M"
3855,"Wyler Gardens Chong Chien Court 2 Rooms 2 Living Rooms
Flat 5 Lower Floor Block D",To Kwa Wan,"$5.5
M"
3856,"The Regalia 3 Rooms 2 Living Rooms
Flat D Middle Floor Blk 2",Kingspark,"$17
M"
3857,"Tsuen Wan Garden Phase 1 2 Rooms 1 Living Room
Flat 4 Higher Floor Lucky Court",Tsuen Wan,"$5.38
M"
3858,"The Coronation 2 Living Rooms
Flat F Higher Floor Block 7",Kowloon Station,"$8.2
M"
3859,"Prince's Heights 3 Rooms 2 Living Rooms
Flat C Higher Floor Block 2",Ho Man Tin,"$16
M"
3860,"City Point 2 Rooms 2 Living Rooms
Flat C Middle Floor Block 8",Tsuen Wan,"$7.7
M"
3861,"Residence88 3 Rooms
Flat B Lower Floor Tower 1",Yuen Long,"$8.78
M"
3862,"Tregunter 3 Rooms 2 Living Rooms
Flat A Higher Floor Tower 3",Mid-Levels Central / Admiralty,"$60
M"
3863,"Villa Esplanada Phase 3 3 Rooms
Flat A Higher Floor Block 09",Tsing Yi,"$14.5
M"
3864,"Belair Monte
Flat F Higher Floor Block 5",Sheung Shui / Fanling,"$7.1
M"
3865,"Golden Lion Garden Stage 2 2 Rooms 1 Living Room
Flat 1 Higher Floor Stage 2 - Blk D - (Golden Comfort Court)",Shatin,"$5.3
M"
3866,"Sunshine City The Tolo Place
Flat H Higher Floor Block 3",Ma On Shan,"$7.78
M"
3867,"Ocean Pride Phase 1 4 Rooms 1 Living Room
Flat B Middle Floor Tower 9",Tsuen Wan,"$17.5
M"
3868,"The Astoria 3 Rooms 2 Living Rooms
Flat A Higher Floor Block 3",Ho Man Tin,"$17.8
M"
3869,"City One Shatin Phase 4 1 Room 1 Living Room
Flat A Higher Floor Block 39",Shatin,"$5.7
M"
3870,"Parc City 2 Rooms 2 Living Rooms
Flat E Middle Floor Tower 6",Tsuen Wan,"$10.8
M"
3871,"Dynasty Heights Dynasty Villa 4 Rooms 2 Living Rooms
Flat 6 Higher Floor Dynasty Villa 7 (Block 12)",Yau Yat Chuen / Shek Kip Mei,"$70
M"
3872,"Les Saisons 2 Rooms 2 Living Rooms
Flat A Higher Floor Lhiver",Taikoo / Sai Wan Ho,"$17.5
M"
3873,"Healthy Gardens 2 Rooms
Flat 2 Higher Floor Block B",North Point / Fortress Hill,"$7
M"
3874,"Aberdeen Centre 3 Rooms 2 Living Rooms
Flat 4 Lower Floor Kong Hing Court",Aberdeen / Wong Chuk Hang,"$8.35
M"
3875,"One Homantin 2 Rooms 2 Living Rooms
Flat F Higher Floor Tower 1",Ho Man Tin,"$13.5
M"
3876,"Tsing Wan Building 2 Rooms
Flat C Middle Floor",North Point / Fortress Hill,"$6.6
M"
3877,"High One
Flat H Lower Floor",Cheung Sha Wan / Sham Shui Po,"$4.28
M"
3878,"Metro Harbour View Phase 2 2 Rooms 1 Living Room
Flat C Higher Floor Block 10",Tai Kok Tsui,"$8.98
M"
3879,"Tat Chee Court 2 Rooms 2 Living Rooms
Flat F",Yau Yat Chuen / Shek Kip Mei,"$12.15
M"
3880,"City Point 4 Rooms 2 Living Rooms
Flat F Lower Floor Block 6",Tsuen Wan,"$14.5
M"
3881,"Dragons Range Court D 3 Rooms 2 Living Rooms
Flat B Middle Floor Tower 2",Kau To Shan / Fotan,"$16.88
M"
3882,"Seanorama
Flat F Middle Floor Block 2B",Ma On Shan,"$15.8
M"
3883,"Villa Athena 3 Rooms
Flat C Lower Floor Block 08",Ma On Shan,"$13.5
M"
3884,Palm Springs Phase 1A (Monterey) Cypress Drive 3 Rooms 1 Living Room,Fairview / Palm Springs / The Vineyard,"$13.88
M"
3885,"Mei Foo Sun Chuen Phase II 2 Rooms
Flat A Middle Floor Broadway 039",Mei Foo,"$8.3
M"
3886,"Park Signature 2 Rooms 1 Living Room
Flat B Middle Floor Block 6",Yuen Long,"$7.3
M"
3887,"The Pavilia Bay 2 Rooms
Flat A Middle Floor Tower 2B",Tsuen Wan,"$12
M"
3888,"Pacific Palisades Phase 2 3 Rooms
Flat B Middle Floor Block 10",Braemar Hill / North Point Mid-Levels,"$18.5
M"
3889,"Fung Fai Court 3 Rooms 2 Living Rooms
Flat E",Happy Valley / Mid-Levels East,"$29
M"
3890,"Eivissa Crest 1 Room 1 Living Room
Flat B Higher Floor",Hong Kong West,"$10.38
M"
3891,"Robinson Place 2 Rooms
Flat E Middle Floor Block 1",Mid-Levels West,"$29
M"
3892,"The Grand Panorama 3 Rooms
Flat A Middle Floor Block 4",Mid-Levels West,"$41
M"
3893,"Trend Plaza 1 Room
Flat 7 Lower Floor Block C",Tuen Mun,"$4.3
M"
3894,"Park Island Phase 2 2 Rooms 2 Living Rooms
Flat E Lower Floor Block 06",Ma Wan,"$6.2
M"
3895,"Kingswood Villas Chestwood Court
Flat H Higher Floor Block 06",Tin Shui Wai,"$6
M"
3896,"Celestial Heights Phase 2 4 Rooms 2 Living Rooms
Flat 18 Higher Floor Celestial Avenue 18",Ho Man Tin,"$38.8
M"
3897,"Island Garden 3 Rooms 2 Living Rooms
Flat B Higher Floor Block 1",Shau Kei Wan,"$18
M"
3898,15 Village Terrace 2 Rooms,Happy Valley / Mid-Levels East,"$30
M"
3899,"Harmony Place 3 Rooms 2 Living Rooms
Flat H Middle Floor",Shau Kei Wan,"$12
M"
3900,"Park Island Phase 3 2 Rooms 2 Living Rooms
Flat E Higher Floor Block 21",Ma Wan,"$6.85
M"
3901,"Kingswood Villas Lynwood Court 3 Rooms
Flat B Higher Floor Block 10",Tin Shui Wai,"$6.5
M"
3902,"Mantin Heights 1 Room 1 Living Room
Flat J Higher Floor Block 1",Ho Man Tin,"$9
M"
3903,"Cullinan West Phase 2A 1 Room 1 Living Room
Flat F Higher Floor Tower 1B",Lai Chi Kok,"$9
M"
3904,"Fu Ning Garden 2 Rooms 2 Living Rooms
Flat F Higher Floor Block 3",Hang Hau,"$5.82
M"
3905,"Kong Kai Building 2 Rooms 2 Living Rooms
Flat A Higher Floor",Aberdeen / Wong Chuk Hang,"$6.28
M"
3906,"NAPA 2 Rooms 2 Living Rooms
Flat B Higher Floor Tower 3",Tuen Mun,"$6.5
M"
3907,"Phoenix Court 3 Rooms 2 Living Rooms
Flat A Middle Floor Block 2",Mid-Levels Central / Admiralty,"$21
M"
3908,"The Arch 1 Room 1 Living Room
Flat F Middle Floor Tower 2 (Star Tower)",Kowloon Station,"$18
M"
3909,"Yee Fung Court 2 Rooms
Flat F Middle Floor",Hong Kong West,"$7.6
M"
3910,"Dragons Range Court A 3 Rooms 1 Living Room
Flat A Middle Floor Tower 1",Kau To Shan / Fotan,"$14
M"
3911,"Bellevue Heights 3 Rooms 2 Living Rooms
Flat A Higher Floor",Ho Man Tin,"$19
M"
3912,"Grand Yoho Phase 1
Flat H Higher Floor Tower 02",Yuen Long,"$9.2
M"
3913,"Kingswood Villas Maywood Court 2 Rooms 1 Living Room
Flat E Middle Floor Block 06",Tin Shui Wai,"$5.5
M"
3914,"Full Jade Mansion 2 Rooms 1 Living Room
Flat D Middle Floor",Aberdeen / Wong Chuk Hang,"$5.38
M"
3915,"Double Cove Phase 2 (Double Cove Starview) 2 Rooms 1 Living Room
Flat E Higher Floor Block 20",Ma On Shan,"$8.75
M"
3916,"Po Sing Centre 1 Room 2 Living Rooms
Flat 5 Lower Floor Block A",Kwai Chung,"$4.28
M"
3917,Central Park Towers Phase 1 (Central Park Towers) 3 Rooms 1 Living Room,Tin Shui Wai,"$8
M"
3918,"Villa By The Park 2 Rooms 2 Living Rooms
Flat G Lower Floor Block 3",Yuen Long,"$6.18
M"
3919,"Tsuen Kam Centre
Flat F Lower Floor Block 2",Tsuen Wan,"$6.3
M"
3920,"The Pavilia Bay 3 Rooms
Flat D Lower Floor Tower 2A",Tsuen Wan,"$22
M"
3921,"Aberdeen Centre 2 Rooms 2 Living Rooms
Flat 3 Middle Floor Hoi Shan Court",Aberdeen / Wong Chuk Hang,"$6.7
M"
3922,"The Zenith Phase 1 2 Rooms 2 Living Rooms
Flat C Middle Floor Block 3",Wan Chai / Causeway Bay,"$11.8
M"
3923,"Garden Rivera 1 Living Room
Flat 8 Higher Floor Block A",Shatin,"$5.32
M"
3924,"City Point
Flat E Middle Floor Block 8",Tsuen Wan,"$8.3
M"
3925,"Beverly Hill 4 Rooms 2 Living Rooms
Flat J2 Lower Floor Block J",Happy Valley / Mid-Levels East,"$42
M"
3926,"Double Cove Phase 4 (Double Cove Grandview)
Flat A Middle Floor Block 8",Ma On Shan,"$28
M"
3927,"Eightland Gardens 2 Rooms
Flat E Lower Floor Block 4",Tai Po,"$5.38
M"
3928,"Grandeur Garden 2 Rooms 2 Living Rooms
Flat G Middle Floor Block 2",Shatin,"$6.45
M"
3929,"Rockford Mansion & Clifford Mansion 3 Rooms 2 Living Rooms
Flat A Higher Floor Block A",Kowloon Tong / Beacon Hill,"$17.5
M"
3930,"Amoy Gardens Phase 1 2 Rooms 2 Living Rooms
Flat 1 Higher Floor Block D",Kowloon Bay,"$6.9
M"
3931,"Park Vista (Park Yoho) Park Yoho Genova (Phase 2A)
Flat D Lower Floor Tower 15B",Yuen Long,"$9.5
M"
3932,"Prima Villa 2 Rooms 2 Living Rooms
Flat H Higher Floor Block 5",Shatin,"$8.18
M"
3933,"The Spectra
Flat K Lower Floor Tower 2",Yuen Long,"$6.5
M"
3934,"St Martin Phase 2
Flat A5 Lower Floor Tower 8",Tai Po,"$8.8
M"
3935,"Grand Central Phase II 2 Rooms 2 Living Rooms
Flat G Lower Floor Tower 5",Kwun Tong,"$11.4
M"
3936,"Kornhill (Ho) 2 Rooms
Flat E Higher Floor Block 6",Quarry Bay,"$8.9
M"
3937,"Causeway Centre 2 Rooms 1 Living Room
Flat 1 Lower Floor Block B",Wan Chai / Causeway Bay,"$13.8
M"
3938,"Yuk Sing Building 3 Rooms
Flat B Higher Floor",Happy Valley / Mid-Levels East,"$29.8
M"
3939,"Kam Shan Court 2 Rooms
Flat B Middle Floor",Happy Valley / Mid-Levels East,"$8.8
M"
3940,"Emerald Green
Flat E Higher Floor Block 5",Yuen Long,"$9.2
M"
3941,"Lake Silver 2 Rooms 1 Living Room
Flat F Middle Floor Block 1",Ma On Shan,"$8.7
M"
3942,"The Colonnades 2 Rooms 2 Living Rooms
Flat D Higher Floor",Ho Man Tin,"$12
M"
3943,"The Pinnacle
Flat B Middle Floor Block 2",Po Lam / Tseung Kwan O Station,"$8.38
M"
3944,"Good View Court 2 Rooms 1 Living Room
Flat B Lower Floor",Mid-Levels West,"$7.6
M"
3945,"Ming Court 5 Rooms 2 Living Rooms
Higher Floor",Ho Man Tin,"$43
M"
3946,"Bayshore Towers 3 Rooms 2 Living Rooms
Flat E Lower Floor Block 6",Ma On Shan,"$8.18
M"
3947,"Kornville 3 Rooms
Flat A Higher Floor Block 1",Quarry Bay,"$12.28
M"
3948,"Dynasty Court 3 Rooms 2 Living Rooms
Flat B Middle Floor Block 4",Mid-Levels Central / Admiralty,"$74
M"
3949,"Noble Hill 4 Rooms 1 Living Room
Flat B Lower Floor Tower 8",Sheung Shui / Fanling,"$9.08
M"
3950,"The Victoria Towers 3 Rooms 2 Living Rooms
Flat B Higher Floor Block 3",Tsim Sha Tsui,"$25.9
M"
3951,"Well On Garden 3 Rooms 2 Living Rooms
Flat F Middle Floor Block 4",Po Lam / Tseung Kwan O Station,"$7.98
M"
3952,"Dunbar Place 3 Rooms 2 Living Rooms
Flat B Higher Floor",Ho Man Tin,"$30.8
M"
3953,"The Palace 4 Rooms 2 Living Rooms
Flat A Higher Floor",Kowloon Tong / Beacon Hill,"$55
M"
3954,"Parc Inverness 2 Rooms 2 Living Rooms
Flat D Middle Floor Block 5",Kowloon Tong / Beacon Hill,"$23
M"
3955,"The Waterfront Phase 1 3 Rooms 2 Living Rooms
Flat E Lower Floor Block 3",Kowloon Station,"$30.3
M"
3956,"Kingswood Villas Lynwood Court 3 Rooms 2 Living Rooms
Flat C Middle Floor Block 01",Tin Shui Wai,"$6.38
M"
3957,"Yoho Town Yoho Midtown
Flat C Middle Floor Block M8",Yuen Long,"$14.5
M"
3958,"J Residence 1 Living Room
Flat 16 Lower Floor",Wan Chai / Causeway Bay,"$7
M"
3959,"Shatin New Town (Lucky Plaza) 2 Rooms 1 Living Room
Flat B Higher Floor Block A1 ( Shung Lam Court )",Shatin,"$6.2
M"
3960,"Park Vista (Park Yoho) Park Yoho Venezia (Phase 1B)
Flat B Lower Floor Block 7A",Yuen Long,"$7.45
M"
3961,"Sereno Verde Phase 5 (Reach Summit)
Flat B Middle Floor Tower 2",Yuen Long,"$5.3
M"
3962,"Tip Top Mansion 3 Rooms 2 Living Rooms
Flat A Higher Floor Tip Top Mans",Ho Man Tin,"$23
M"
3963,"Kornhill 2 Rooms 2 Living Rooms
Flat 8 Middle Floor Block G",Quarry Bay,"$12.5
M"
3964,"Grand Yoho Phase 2
Flat F Higher Floor Tower 5",Yuen Long,"$8.65
M"
3965,"Harbour Park
Flat A Higher Floor",Cheung Sha Wan / Sham Shui Po,"$5.05
M"
3966,"Kingswood Villas Lynwood Court 3 Rooms
Flat G Lower Floor Block 01",Tin Shui Wai,"$6.38
M"
3967,"Avon Park 2 Rooms
Flat H Middle Floor Block 5",Sheung Shui / Fanling,"$5.1
M"
3968,"Ocean Shores Phase 3 3 Rooms 2 Living Rooms
Flat B Higher Floor Block 11",Tiu Keng Leng,"$12.8
M"
3969,"Tsuen Tak Gardens 2 Rooms
Flat A Higher Floor Block C",Tsuen Wan,"$4.63
M"
3970,"Monte Villa 1 Room 2 Living Rooms
Lower Floor House",Kau To Shan / Fotan,"$7.96
M"
3971,"Park Signature 3 Rooms 1 Living Room
Flat A Middle Floor Block 3",Yuen Long,"$9.9
M"
3972,"Manhattan Hill 2 Rooms 1 Living Room
Flat D Higher Floor Block 5",Mei Foo,"$12.2
M"
3973,"Island Residence 1 Room 1 Living Room
Flat A Lower Floor",Shau Kei Wan,"$8.6
M"
3974,"The Babington 3 Rooms
Flat A Lower Floor",Mid-Levels West,"$21.8
M"
3975,Residence Bel-Air Phase 4 (Bel-Air On The Peak) 2 Rooms 2 Living Rooms,Residence Bel-Air / Pokfulam,"$18.2
M"
3976,"The Floridian 3 Rooms 2 Living Rooms
Flat A Middle Floor Block 2",Quarry Bay,"$17.5
M"
3977,"Cristallo 3 Rooms 2 Living Rooms
Flat A Lower Floor",Ho Man Tin,"$38
M"
3978,"The Waterfront Phase 2 3 Rooms 2 Living Rooms
Flat D Lower Floor Block 7",Kowloon Station,"$36
M"
3979,"Nan Fung Sun Chuen 3 Rooms 2 Living Rooms
Flat E Higher Floor Block 12",Quarry Bay,"$8.3
M"
3980,"Mayfair Court 2 Rooms
Flat G",Happy Valley / Mid-Levels East,"$6.7
M"
3981,"Belleview Place 3 Rooms 2 Living Rooms
Flat A Middle Floor Block 1",Repulse Bay / Shouson Hill,"$43.8
M"
3982,"The Mediterranean 2 Rooms
Flat A Lower Floor Block 5",Sai Kung / Clear Water Bay,"$10.38
M"
3983,"Yue Man Centre 3 Rooms
Flat G Higher Floor Block 2",Kwun Tong,"$7.08
M"
3984,"Twilight Court 3 Rooms 2 Living Rooms
Flat A2 Higher Floor",Kowloon Tong / Beacon Hill,"$11.5
M"
3985,"Kornhill 3 Rooms 2 Living Rooms
Flat 7 Higher Floor Block C",Quarry Bay,"$16
M"
3986,"Tai Wo Estate
Flat 20 Higher Floor Oi Wo House",Tai Po,"$2.3
M"
3987,"Mayfair By The Sea II 3 Rooms 1 Living Room
Flat E Lower Floor Block 10",Tai Po,"$12.68
M"
3988,"Shatin New Town (Lucky Plaza) 2 Rooms 2 Living Rooms
Flat D Lower Floor Block C1 ( Fung Lam Court )",Shatin,"$6.99
M"
3989,"Fu Heng Estate
Flat 3 Middle Floor Heng Yiu House",Tai Po,"$2.58
M"
3990,"The Reach 3 Rooms 1 Living Room
Flat A Higher Floor Tower 06",Yuen Long,"$8.98
M"
3991,"Laguna City Phase 3 2 Rooms 2 Living Rooms
Flat C Higher Floor Block 35",Lam Tin / Yau Tong,"$8.15
M"
3992,"Symphony Garden 2 Rooms
Flat A Higher Floor Block 1",Hung Shui Kiu,"$4.68
M"
3993,"Aspen Crest 1 Room 1 Living Room
Flat H Middle Floor",Diamond Hill / San Po Kong / Ngau Chi Wan,"$5
M"
3994,"AVA 55
Flat C Middle Floor",Kowloon City,"$5.6
M"
3995,"Coastal Skyline La Rossa 3 Rooms 2 Living Rooms
Flat D Middle Floor Block 7 (La Rossa A)",Tung Chung,"$10.5
M"
3996,"Tai Hing Gardens Phase 2 2 Rooms 2 Living Rooms
Flat A Lower Floor Block 05",Tuen Mun,"$5.1
M"
3997,"Mantin Heights 2 Rooms 2 Living Rooms
Flat C Middle Floor Block 6",Ho Man Tin,"$16.9
M"
3998,"Kornhill 2 Rooms 2 Living Rooms
Flat 14 Lower Floor Block D",Quarry Bay,"$8
M"
3999,"Kadoorie Hill 3 Rooms 2 Living Rooms
Flat A Middle Floor",Ho Man Tin,"$26
M"
4000,"Raymond Court 2 Rooms 1 Living Room
Flat C Lower Floor",North Point / Fortress Hill,"$5
M"
4001,"Trend Plaza 1 Room
Flat 2 Lower Floor Block E",Tuen Mun,"$4.88
M"
4002,"Sun Yuen Long Centre 2 Rooms
Flat A Lower Floor Block 1",Yuen Long,"$7.38
M"
4003,"Mei Foo Sun Chuen Phase VI 2 Rooms 1 Living Room
Flat A Lower Floor Nassau Street 36",Mei Foo,"$9.6
M"
4004,"Smithfield Court 2 Rooms
Flat E Middle Floor Block 1",Hong Kong West,"$5.7
M"
4005,"The Arch 3 Rooms 2 Living Rooms
Flat E Higher Floor Tower 1A (Sun Tower)",Kowloon Station,"$42
M"
4006,"Tai Po Centre Phase 4
Flat B Higher Floor Block 10",Tai Po,"$6.53
M"
4007,"The Austin 3 Rooms 1 Living Room
Flat A Lower Floor Tower 3 - T3A",Kowloon Station,"$25
M"
4008,"The Long Beach 2 Rooms 2 Living Rooms
Flat D Middle Floor Block 3",Olympic,"$11
M"
4009,"10 South Wall Road 2 Rooms 2 Living Rooms
Flat B Lower Floor",Kowloon City,"$6.58
M"
4010,"Monte Vista
Flat D Lower Floor Block 11",Ma On Shan,"$8.8
M"
4011,"Dragons Range Court C 3 Rooms 2 Living Rooms
Flat B Higher Floor Tower 1",Kau To Shan / Fotan,"$16.8
M"
4012,"Dawning Views
Flat G Higher Floor Block 09",Sheung Shui / Fanling,"$7.6
M"
4013,"Grand Palisades 2 Rooms
Flat F Lower Floor Block 09",Tai Po,"$7
M"
4014,"One Homantin 2 Rooms 1 Living Room
Flat B Lower Floor Tower 5",Ho Man Tin,"$11
M"
4015,"Homantin Hillside 1 Room
Flat F Higher Floor Block 2",Ho Man Tin,"$8.2
M"
4016,"Perth Garden 4 Rooms 2 Living Rooms
Flat C Lower Floor Grave Court",Ho Man Tin,"$15
M"
4017,"City One Shatin Phase 2 2 Rooms
Flat C Lower Floor Block 16",Shatin,"$5.8
M"
4018,"University Court 2 Rooms 2 Living Rooms
Flat C Higher Floor",Kowloon Tong / Beacon Hill,"$13
M"
4019,"High West 1 Room
Flat D Higher Floor",Hong Kong West,"$7.5
M"
4020,"Fung Shing Building 3 Rooms 1 Living Room
Flat A Lower Floor",Hong Kong West,"$9.4
M"
4021,"Greenery Plaza 2 Rooms
Flat 1 Lower Floor Block C",Tai Po,"$4.68
M"
4022,"Park Signature 1 Room 1 Living Room
Flat F Lower Floor Block 6",Yuen Long,"$6.5
M"
4023,"City One Shatin Phase 5
Flat C Higher Floor Block 46",Shatin,"$5.6
M"
4024,"Sunshine City The Tolo Place
Flat D Middle Floor Block 4",Ma On Shan,"$9.7
M"
4025,"Seanorama
Flat A Lower Floor Block 1",Ma On Shan,"$21
M"
4026,"Banyan Garden Phase II 2 Rooms
Flat A Higher Floor Block 7",Lai Chi Kok,"$9.7
M"
4027,"Horizon Ridge 3 Rooms 3 Living Rooms
Horizon Drive (House)",Stanley / Chung Hom Kok,"$105
M"
4028,"Metro City Phase 2 2 Rooms 1 Living Room
Flat B Middle Floor Block 11",Po Lam / Tseung Kwan O Station,"$7.4
M"
4029,"K. City 1 Room 1 Living Room
Flat F Middle Floor Tower 1",Kai Tak,"$9.1
M"
4030,"Parc Palais 3 Rooms 2 Living Rooms
Flat B Middle Floor Block 2",Kingspark,"$34
M"
4031,"Parker33
Flat H Middle Floor",Shau Kei Wan,"$4.6
M"
4032,"Yuet Ming Building 2 Rooms
Flat L Higher Floor",North Point / Fortress Hill,"$6.5
M"
4033,"Mei Foo Sun Chuen Phase VI 3 Rooms
Flat B Middle Floor Nassau Street 17",Mei Foo,"$8.5
M"
4034,"Sun Yuen Long Centre 2 Rooms
Flat D Middle Floor Block 1",Yuen Long,"$7
M"
4035,"Central Park Towers Phase 1 (Central Park Towers)
Flat G Middle Floor Tower 5",Tin Shui Wai,"$6
M"
4036,"Ori 2 Rooms 2 Living Rooms
Flat E Lower Floor Tower 1",Tuen Mun,"$7
M"
4037,"Dragons Range Court A 1 Room 1 Living Room
Flat C Middle Floor Tower 2",Kau To Shan / Fotan,"$7.8
M"
4038,"Ho Shun King Building
Flat 7 Middle Floor Block A",Yuen Long,"$4.48
M"
4039,"Parc Oasis 3 Rooms 2 Living Rooms
Flat A Higher Floor Block 30",Yau Yat Chuen / Shek Kip Mei,"$19.1
M"
4040,"Sunlight Garden 3 Rooms 2 Living Rooms
Flat B Lower Floor Sunlight Gdn",Ho Man Tin,"$17
M"
4041,"Mayflower Mansion 3 Rooms
Flat C",Jardine's Lookout / Tai Hang,"$21.8
M"
4042,"Providence Bay Providence Peak 3 Rooms 1 Living Room
Flat A Lower Floor Block 10",Tai Po,"$30
M"
4043,"Hung Lee Building 2 Rooms 1 Living Room
Flat V Lower Floor",Shau Kei Wan,"$4.2
M"
4044,"Holford Gardens 2 Rooms 2 Living Rooms
Flat K Middle Floor Block 3 - (Fook Ki Court)",Shatin,"$6.4
M"
4045,"Kam Ying Court
Flat 6 Higher Floor Kam Keung House (Block C)",Ma On Shan,"$5.3
M"
4046,"Metro Mansion 2 Rooms 2 Living Rooms
Flat C Middle Floor",Shau Kei Wan,"$4.65
M"
4047,"Tak Wai Mansion Phase 1 3 Rooms 2 Living Rooms
Flat D Higher Floor Tak Wai Mans",Ho Man Tin,"$12.8
M"
4048,"The Waterfront Phase 1 3 Rooms 2 Living Rooms
Flat E Lower Floor Block 3",Kowloon Station,"$33
M"
4049,"City One Shatin Phase 4 2 Rooms 1 Living Room
Flat C Lower Floor Block 40",Shatin,"$5.3
M"
4050,"Sea Cliff Mansions 4 Rooms 2 Living Rooms
Flat 19B Lower Floor",Repulse Bay / Shouson Hill,"$63.8
M"
4051,"Tuen Mun Town Plaza Phase 3 2 Rooms
Flat B Middle Floor Block 8",Tuen Mun,"$5.68
M"
4052,"Mount Parker Lodge 2 Rooms 2 Living Rooms
Flat 2 Higher Floor Block D",Quarry Bay,"$21.8
M"
4053,"Yuenita Villa 3 Rooms
Flat 43B Middle Floor",Happy Valley / Mid-Levels East,"$48
M"
4054,"Lei King Wan Site A 3 Rooms 2 Living Rooms
Flat A Lower Floor Kwun Fung Mansion",Taikoo / Sai Wan Ho,"$15.8
M"
4055,"Yoho Town Phase 1 2 Rooms 1 Living Room
Flat A Higher Floor Block 6",Yuen Long,"$8.1
M"
4056,"Convention Plaza 1 Room 2 Living Rooms
Flat 11 Higher Floor Apartment Tower",Mid-Levels Central / Admiralty,"$18
M"
4057,"Villa Athena 3 Rooms
Flat D Higher Floor Block 09",Ma On Shan,"$11.68
M"
4058,"Villa By The Park
Flat C Middle Floor Block 5",Yuen Long,"$8.4
M"
4059,"Century Gateway Phase 1 3 Rooms 2 Living Rooms
Flat C Higher Floor Block 2",Tuen Mun,"$9
M"
4060,"Ma On Shan Centre 2 Rooms
Flat F Lower Floor Block 2",Ma On Shan,"$6
M"
4061,"The Pavilia Bay 3 Rooms
Flat B Middle Floor Tower 2B",Tsuen Wan,"$16
M"
4062,"65-89 Tan Kwai Tsuen Road
Flat 10 Domus",Hung Shui Kiu,"$3.2
M"
4063,"Brilliant Garden
Flat 4 Higher Floor Block E",Tuen Mun,"$7.2
M"
4064,"Ocean Pride Phase 2 (Ocean Supreme)
Flat A Lower Floor Tower 3A",Tsuen Wan,"$35
M"
